^GSPC
"Jun 16, 2023","4,440.95","4,448.47","4,407.44","4,409.59","4,409.59","6,848,600,000",^GSPC
"Jun 15, 2023","4,365.33","4,439.20","4,362.60","4,425.84","4,425.84","4,176,690,000",^GSPC
"Jun 14, 2023","4,366.29","4,391.82","4,337.85","4,372.59","4,372.59","4,252,110,000",^GSPC
"Jun 13, 2023","4,352.61","4,375.37","4,349.31","4,369.01","4,369.01","4,275,400,000",^GSPC
"Jun 12, 2023","4,308.32","4,340.13","4,304.37","4,338.93","4,338.93","3,945,670,000",^GSPC
"Jun 09, 2023","4,304.88","4,322.62","4,291.70","4,298.86","4,298.86","3,786,510,000",^GSPC
"Jun 08, 2023","4,268.69","4,298.01","4,261.07","4,293.93","4,293.93","3,826,740,000",^GSPC
"Jun 07, 2023","4,285.47","4,299.19","4,263.96","4,267.52","4,267.52","4,537,800,000",^GSPC
"Jun 06, 2023","4,271.34","4,288.33","4,263.09","4,283.85","4,283.85","3,996,560,000",^GSPC
"Jun 05, 2023","4,282.99","4,299.28","4,266.82","4,273.79","4,273.79","3,813,290,000",^GSPC
"Jun 02, 2023","4,241.01","4,290.67","4,241.01","4,282.37","4,282.37","4,454,200,000",^GSPC
"Jun 01, 2023","4,183.03","4,232.43","4,171.64","4,221.02","4,221.02","4,391,860,000",^GSPC
"May 31, 2023","4,190.74","4,195.44","4,166.15","4,179.83","4,179.83","5,980,670,000",^GSPC
"May 30, 2023","4,226.71","4,231.10","4,192.18","4,205.52","4,205.52","4,228,510,000",^GSPC
"May 26, 2023","4,156.16","4,212.87","4,156.16","4,205.45","4,205.45","3,715,460,000",^GSPC
"May 25, 2023","4,155.71","4,165.74","4,129.73","4,151.28","4,151.28","4,147,760,000",^GSPC
"May 24, 2023","4,132.96","4,132.96","4,103.98","4,115.24","4,115.24","3,739,160,000",^GSPC
"May 23, 2023","4,176.80","4,185.68","4,142.54","4,145.58","4,145.58","4,155,320,000",^GSPC
"May 22, 2023","4,190.78","4,209.22","4,179.68","4,192.63","4,192.63","3,728,520,000",^GSPC
"May 19, 2023","4,204.15","4,212.91","4,180.20","4,191.98","4,191.98","4,041,900,000",^GSPC
"May 18, 2023","4,157.68","4,202.20","4,153.50","4,198.05","4,198.05","3,980,500,000",^GSPC
"May 17, 2023","4,122.85","4,164.67","4,113.62","4,158.77","4,158.77","4,039,080,000",^GSPC
"May 16, 2023","4,127.95","4,135.54","4,109.86","4,109.90","4,109.90","3,654,200,000",^GSPC
"May 15, 2023","4,126.65","4,141.25","4,110.27","4,136.28","4,136.28","3,562,170,000",^GSPC
"May 12, 2023","4,138.54","4,143.74","4,099.12","4,124.08","4,124.08","3,533,740,000",^GSPC
"May 11, 2023","4,132.24","4,132.80","4,109.29","4,130.62","4,130.62","3,752,900,000",^GSPC
"May 10, 2023","4,143.74","4,154.28","4,098.92","4,137.64","4,137.64","4,057,160,000",^GSPC
"May 09, 2023","4,124.25","4,130.35","4,116.65","4,119.17","4,119.17","3,810,140,000",^GSPC
"May 08, 2023","4,136.98","4,142.30","4,123.81","4,138.12","4,138.12","3,641,640,000",^GSPC
"May 05, 2023","4,084.73","4,147.02","4,084.73","4,136.25","4,136.25","4,186,270,000",^GSPC
"May 04, 2023","4,082.55","4,082.61","4,048.28","4,061.22","4,061.22","4,920,090,000",^GSPC
"May 03, 2023","4,122.25","4,148.30","4,088.86","4,090.75","4,090.75","4,246,510,000",^GSPC
